,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
30850765520,/job/gurgaon/software-development-engineer-ii-ad-tech-remote-working/391/30850765520,Software Development Engineer II - Ad Tech (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
30850765136,/job/gurgaon/senior-staff-software-development-engineer-ad-tech-remote-working/391/30850765136,Senior Staff Software Development Engineer - Ad Tech (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
30816468992,/job/gurgaon/software-development-engineer-ii-ad-tech-remote-working/391/30816468992,Software Development Engineer II - Ad Tech (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-12,NA,NA,NA,NA,NA,NA,NA
30956234448,/job/burbank/sr-manager-swe/391/30956234448,"Sr Manager, SWE",Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States ', ' Seattle, Washington, United States']",2022-06-13," Serve as a technical and leadership mentor to the team. Encourage and set the example for collaboration across functions. Forge solid relationships with peers in other disciplines. Must be a high-energy leader able to delegate and mentor effectively yet roll up their sleeves when required to achieve results or demonstrate effective behavior. Able to lead one or more teams to deliver high quality data products. Translate business requirements into data models that are easy to understand and used by different disciplines across the group. Partner with business domain experts, data analysts and engineering teams to build foundational data sets that are trusted, well understood, and aligned with business strategy. Design, implement and build near real-time data products that enable and accelerate business decisions. Become and stay an expert in current and emerging technologies and tools. Basic "," 5+ years of engineering management experience. 7+ years of software engineering experience. Expert-level knowledge of Amazon AWS big data and analytics solutions. Understanding of relational, NoSQL, and Graph data stores, methods, and approaches. Expertise in building and managing large volume data processing (both streaming and batch) platform is a must. Experience in building message based distributed, scalable, and resilient systems. Experience with data warehouse technologies like Redshift, Snowflake or related. Fluency with data exploration, business modeling, and visualization tools (e.g., Tableau, Looker) Experience in a start-up, fast-growth, or rapid-change environment. Skilled at recruiting, building a diverse team and ability to identify talent. Strong problem-solving skills to identify the root cause and implement the fix. Ability to build trust and partnerships across various teams and functions with strong influencing and change management skills. Outstanding communication skills – written, oral, presentation and storytelling. Ability to be flexible, adapting to changing priorities and able to juggle multiple projects at once. ", Expertise in Java Experience with Azure and Google big data and analytics cloud solutions. Expertise in Entertainment and media supply chains ,NA,NA,NA,NA
30953303536,/job/gurgaon/staff-software-development-engineer-android-cex-remote-work/391/30953303536,Staff Software Development Engineer (Android) - CEX (Remote work),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India']",2022-06-15,NA,NA,NA,NA,NA,NA,NA
30850764944,/job/gurgaon/senior-software-development-engineer-android-monetisation-remote-working/391/30850764944,Senior Software Development Engineer (Android) - Monetisation (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
30850763968,/job/gurgaon/product-analyst-ii-remote-hybrid-working/391/30850763968,Product Analyst II (Remote/ Hybrid Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
29804336208,/job/orlando/decision-science-manager/391/29804336208,Decision Science Manager,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']",2022-06-12," Breadth to assume responsibility for output, based on multiple technical disciplines, or depth to introduce key technical innovations Understands a large, or multiple significant, lines of business (e.g., media, resorts, etc.) or business domains (e.g., sales, marketing, finance, pricing) Applies knowledge of multiple technical disciplines and business domain to develop algorithms and evaluate output via tools such as Python, R, Tableau, Gurobi, AWS cloud tools Innovates to address new or large problems, which may relate to system requirements and design Impacts the success of projects or technical initiatives, including through responsibility for design proposals; may also drive clear definition of detailed responsibilities relative to partner teams Checks in with leader to confirm or seek feedback on approach, risks, and issues for projects or initiatives. Requires relatively little guidance in further development of technical knowledge and skills Negotiates responsibilities or leads change within and across functional teams Basic "," At least 2-4 years of related/relevant experience Ability to understand and support multiple large business domains Competence in multiple topics from statistics, optimization, machine learning, and/or econometrics. Distinction in breadth of knowledge enabling responsibility for large, complex, or varied output Competence in mathematical computing with at least one programming language (e.g. Python, R, Java), and the ability to learn technical methods and tools independently "," Proven knowledge of revenue management context, including demand forecasting, resource allocation, and pricing Familiarity with software development tools such as GitLab/GitHub, Docker, and cloud computing tools such as AWS ",NA,NA,NA,NA
28803747952,/job/new-york/senior-software-engineer-routing-and-infrastructure-abc-news/391/28803747952,"Senior Software Engineer, Routing &amp; Infrastructure-ABC News",General Entertainment Content,"['New York, New York, United States']",2022-06-13," Knowledge of the operations of all broadcast equipment and technologies within operating areas, including but not limited to:  large scale audio/video routing infrastructures, audio mixing consoles, video production switchers, IP gateway devices, etc., as well as the ability to change and implement new workflows in these areas Focus on integrating A/V over IP workflows in a very large scale environment; specifically deploying SMPTE 2110 audio/video flows in a managed IT ecosystem. Work with internal ABC News teams as well as outside integration/design teams to develop and deploy new infrastructure in these on-air environments Basic "," Minimum 5+ years in managing large projects in vendor/manufacturing environments with tight timetables Experience in operating and deploying 2110 audio/video over IP systems, specifically in flow management in both dedicated and COTS based switching systems Experience with Broadcast controllers, such as Evertz Magnum, in SDI or 2110 environments, especially with deployment, expansion and updates in large routing systems Knowledge of complex television production workflows, and in-depth knowledge of SMPTE, AES and IETF standards and practices Candidates must also have a strong computer background (Outlook, Word, Excel, PowerPoint, etc...) "," Knowledge of protocols used in A/V ecosystems for discovery and registration of media nodes, mapping of audio channels and other connectivity/data mechanisms for functions such as Tally and name management. AMWA NMOS knowledge is strongly desired Experience and knowledge of AoIP standards such as AES-67, DANTE or Ravenna is a plus Experience deploying COTS switches such as Arista or Cisco Significant knowledge in IP methods – any CCNA certificates a significant plus ",NA,NA,NA,NA
31027935872,/job/gurgaon/executive-director-director-of-product-monetization/391/31027935872,Executive Director/ Director of Product- Monetization,Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-16,NA,NA,NA,NA,NA,NA,NA
31577290160,/job/lake-buena-vista/sr-technology-strategist-data-science/35576/31577290160,Sr Technology Strategist - Data Science,The Walt Disney Company (Corporate),"['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577230800,/job/santa-monica/senior-data-analyst-advanced-content-analytics/35576/31577230800,"Senior Data Analyst, Advanced Content Analytics",Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
31090188912,/job/madrid/bi-developer/391/31090188912,BI Developer,Disney Media &amp; Entertainment Distribution,"['Madrid, Spain']",2022-06-16," Demonstrate proactivity in taking on new projects and working within the team and wider business Work independently and across multiple projects at the same time, managing one’s own workload and prioritization in conjunction with team and business needs Developing and maintaining various data pipelines (primarily in the cloud using Snowflake and AWS) Support advanced data modelling and analysis using managed data environments and data marts. Responsible for designing reporting solutions that satisfy business requirements; this involves working closely with business stakeholders to best understand their data and reporting needs Identify opportunities for new projects, using existing tools in new ways, using existing data differently, and generally to demonstrating the value of data Responsible for capturing and translating business requirements into BI specifications, and then creating technical solutions from these. Actively participate in and contribute to document maintenance Actively participate in Departmental knowledge transfer programmes in order that they can transfer their knowledge to others in the department who will benefit Plan self-training and education in order to ensure that technical knowledge is developed so that appropriate new technology and techniques can be suggested in order to effectively meet customers’ needs Basic "," Extensive experience working in data engineering or BI developer roles in support of BI and analytics Experience of Snowflake ELT development and support Strong python experience (scripting, retrieving data from APIs etc..) Experience with BI reporting/visualisation tools and software (e.g. Tableau, PowerBI, MicroStrategy) is a bonus Experience with the Microsoft BI stack (SQL Server, SSIS, SSAS) is a bonus Relevant degree, previous Disney/Media industry experience and experience of working across time zones/cultures would be desirable ",NA,NA,NA,NA,NA
30850765504,/job/gurgaon/software-development-engineer-ios-monetisation-remote-working/391/30850765504,Software Development Engineer (iOS) - Monetisation (Remote Working),Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
31083413808,/job/gurgaon/architect/391/31083413808,Architect,Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India']",2022-06-17,NA,NA,NA,NA,NA,NA,NA
31577302064,/job/san-francisco/technical-assistant-level-i/35576/31577302064,"Technical Assistant, Level I",The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577277120,/job/santa-monica/lead-product-manager-ad-platforms/35576/31577277120,"Lead Product Manager, Ad Platforms",Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States']",2022-06-24," Execute on product strategy and plan for core areas of the advertising data and analytics platform Contribute to product roadmap ownership areas and drive delivery of advertising data and analytics initiatives, aligning stakeholders and driving results Responsible for product prioritization, including value identification, cost savings and progress against the broader business strategy, within your specific area Maintain expected standards across the team for product specifications, backlog health, and consumable user stories for engineering partners Product owner for a Scrum team by participating agile ceremonies, responsible for prioritization, backlog refinement, and feature definition Hold a deep compassion for our users, and creatively tackle problems with a viewer-first mentality Support evaluation and recommend investments to maximize the financial results of the product portfolio Collaborate with other product managers to drive innovation in platform services including targeting, measurements, operational data store and BI Enumerate and identify clear business critical metrics for setting annualized objectives and partnering with GTM and financial planning to meet them Partner with the Platform Operations team to optimize the ongoing health and financial viability of our product line Partner with engineering organization to execute against the product roadmap, delivering on the needs of the business Job ",NA,NA,NA,NA,NA,NA
28750599312,/job/anaheim/manager-yield-optimization/391/28750599312,"Manager, Yield Optimization","Disney Parks, Experiences and Products","['Anaheim, California, United States']",2022-06-21," Lead an analytical team of high performers Play a key role in financial and commercial forums to define, influence, and drive strategic direction of the site Partner across the organization with key stakeholders in Finance, Consumer Insights, Sales, Marketing, Industrial Engineering, Operations, and Technology to drive optimal results Leverage data visualization techniques and communication skills to present complex analytical findings in clear business terms that facilitate acceptance and execution by business partners and senior executives Take an active approach to finance transformation, pushing the team to lead the way when it comes to using new techniques and tools to work smarter and continually re-evaluate the business Understand and exercise a creative data-driven and problem-solving approaches in identifying and developing improved analytical techniques including time series, price elasticity, linear/non-linear modeling, and ML techniques Understand the relationship between the revenue forecast, inventory management, and pricing and take a prescriptive approach to offsetting risk and capitalizing on opportunity to drive revenue Assess need, define, and drive large scale analytical projects across the team to add incremental value, establish new business practices, and improve strategic precision Provide ongoing professional development and coaching to direct team Inclusive leader that places DE&I at the forefront for their team, intentionally working to integrate business goals and DE&I strategy Basic "," Bachelor’s degree in Data Science, Business Analytics, Mathematics, Economics, Engineering, Statistics, Econometrics, or other quantitative fields Minimum 5 years statistical, analytical, data science, or strategic development experience Minimum 1 year of experience leading an analytical team Knowledge of revenue management Must possess strong quantitative and analytical skills combined with solid business and financial acumen Must be an excellent team player who possesses solid interpersonal and organizational skills Excellent communicator in both oral and written settings Flexible, “special-projects” orientation coupled with solid multi-tasking and prioritization abilities High energy level; strong work ethic and leadership skills Self-driven, independent thinker, curious by nature Great sense of responsibility, ownership, and pride in delivering quality results ",NA,NA,NA,NA,NA
31577227456,/job/new-york/technical-project-mgr/35576/31577227456,Technical Project Mgr,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
31577254576,/job/new-york/sr-product-manager-linear-bi/35576/31577254576,"Sr Product Manager, Linear BI",Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-23," Execute on product strategy and plan for core areas of the advertising data and analytics platform Contribute to product roadmap ownership areas and drive delivery of advertising data and analytics initiatives, aligning stakeholders and driving results Responsible for product prioritization, including value identification, cost savings and progress against the broader business strategy, within your specific area Maintain expected standards across the team for product specifications, backlog health, and consumable user stories for engineering partners Product owner for a Scrum team by participating agile ceremonies, responsible for prioritization, backlog refinement, and feature definition Hold a deep compassion for our users, and creatively tackle problems with a viewer-first mentality Support evaluation and recommend investments to maximize the financial results of the product portfolio Collaborate with other product managers to drive innovation in platform services including platform modernization, portfolio revenue report and automation Enumerate and identify clear business critical metrics for setting annualized objectives and partnering with GTM and financial planning to meet them Partner with the Platform Operations team to optimize the ongoing health and financial viability of our product line Partner with Engineering organization to execute against the product roadmap, delivering on the needs of the business ",NA,NA,NA,NA,NA,NA
31577303072,/job/san-francisco/virtual-production-supervisor-stagecraft-expression-of-interest/35576/31577303072,Virtual Production Supervisor (StageCraft) - Expression of Interest,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
30926633440,/job/new-york/sr-product-manager-product-management-payments/391/30926633440,"Sr. Product Manager, Product Management - Payments",Disney Streaming,"['New York, New York, United States ', ' San Francisco, California, United States']",2022-06-13," Provide payments domain expertise for features across various organizations and stakeholders Deeply understand and socialize the evolving needs of our stakeholders, and how payments experiences can influence our subscribers Collaborate and coordinate with business, product leadership, analytics, and insight teams on objectives and business requirements Work cross-functionally with members of the product team, legal teams, data & analytics teams, customer service teams, localization teams and more, to identify requirements for new features Drive and execute with our engineering partners on the payments product strategy, and help determine the prioritization of upcoming use cases, features, and capabilities Experiment with new payment instruments to help drive subscriber growth to Disney+, Hulu, ESPN+, and Star+, while optimizing our existing payment solutions used by our existing subscriber base Develop detailed success measures for payments use cases that stakeholder teams can leverage to drive business decisions Be an evangelist for payments, and articulate the benefits of payments to subscribers and contribution to subscriber growth Fill in gaps across roles and functions as needed, performing as an adaptive problem solver Basic ",NA,NA,NA,NA,NA,NA
31050238864,/job/new-york/sr-researcher-cv-ml-nlp/391/31050238864,Sr. Researcher - CV/ML/NLP,Disney Streaming,"['New York, New York, United States']",2022-06-15," Expertise and experience in computer vision, natural language processing, machine learning, and computer graphics. Programming experience in one or more of the following: C/C++, Python or equivalent Experience with one or more deep learning libraries, like PyTorch or TensorFlow Experience with one or more 3D creation platforms, like Unreal, Unity or Blender Strong academic and publication record and contributions to research communities in CV, NLP or ML Hardworking, self-starter, shown ability to research and develop projects to deadlines while not sacrificing the research process. Excellent interpersonal skills and ability to get along with all levels of engineers and management. Basic ",NA,NA,NA,NA,NA,NA
31577294208,/job/san-francisco/ilmxlab-junior-animator/35576/31577294208,ILMxLAB Junior Animator,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577267744,/job/singapore/ilmxlab-senior-experience-designer/35576/31577267744,ILMxLAB Senior Experience Designer,Lucasfilm,"['Singapore, Singapore']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577302848,/job/san-francisco/motion-capture-technician/35576/31577302848,Motion Capture Technician,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577259312,/job/singapore/technical-assistant/35576/31577259312,Technical Assistant,Lucasfilm,"['Singapore, Singapore']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31026160848,/job/buenos-aires/sr-analyst-it-infrastructure/391/31026160848,Sr. Analyst IT Infrastructure,The Walt Disney Company (Corporate),"['Buenos Aires, Argentina']",2022-06-15," Compute (Regional - Cross LOB) VMWare Platform - Baselines Definitions, Patch/Vulnerability Management, Architecture & Design, Reporting, Contract Renewal, Asset Management. Microsoft Operating System - Administration, Implementation, Architecture & Design, Reporting, Contract Renewal. Microsoft Windows Updates Services / Microsoft Windows Active Directory / Linux CentOS Operating System / Server Hardware: Administration, Implementation, Architecture & Design, Reporting, Patch/Vulnerability Management. Microsoft Windows Relay SMTP Support / Microsoft SQL Data Base: Administration, Implementation, Architecture & Design. Trend Micro / McAfee Antivirus - Administration, Implementation, Support.  Storage (Regional - Cross LOB) DellEMC VNX / VNXe / Isilon / DellEMC ECS / Backup / DR Networker, Rubrik: Administration, Support, Implementation, Architecture & Design, Reporting, Patch/Vulnerability Management. Data Access Governance - Administration, Support, Implementation, Architecture & Design.  Network (Regional - Cross LOB) Voice Services / Radio Disney On Air Broadcast Voice Services / Radio Console Hybrid Devices: Administration, Support, Implementation, Architecture & Design, Reporting, Patch/Vulnerability Management. SIP Trunks troubleshooting.  Monitoring (Regional - Cross LOB) Nagios Core / HPSIM / HPeOneView / HP Insight Remote Support / HP One View: Administration, Support, Implementation, Architecture & Design, Reporting, Patch/Vulnerability Management.  Facilities IT Datacenter/IT Rooms Assets / Data Center Expert: Administration, Support, Implementation, Architecture & Design, Patch/Vulnerability Management. Part of BMS implementation, contact for vendors and facilities requests. Recurrent meetings involving LoBs, facilities and business service areas. Multiple projects with regional and local scope.  Project Management (Regional + Cross LOB) Baseline Definitions, develop innovative network troubleshooting, ensure contracts are in place to support the services provided by the EIS Team. Plan and implement upgrades needed to maintain service levels. Report and prepare strategies to maintain compute infrastructure. Projects Point of Contact/Technical Consultant. Oversee OPEX & CAPEX costs. Contract Support Renewal Administration & Assets Inventory (Compute + Network + Facilities IT) Engage & Work with Providers, Technical Teams from outside TWDC. Managing third party telecom and service providers (Software & Hardware). ITIL Processes. Preparing reports and projections based on this analysis for management. Basic "," Possess +4 years of experience in IP Networking, Infrastructure and information security. Strong communication skills and ability to influence. Ability to work independently and think strategically while navigating through complex matrix environments. Credible, proactive and trusted thought-partner who has built relationships and delivered results. Required Education Bachelor's degree or equivalent in Systems Engineering, Computer Engineering, Electronic Engineering, or equivalent. Advanced English is necessary. ",NA," Bachelor's degree or equivalent in Systems Engineering, Computer Engineering, Electronic Engineering, or equivalent. Advanced English is necessary. ",NA,NA,NA
30858599136,/job/gurgaon/senior-security-engineer-grc-governance-risk-and-compliance-remote-working/391/30858599136,"Senior Security Engineer - GRC (Governance, Risk and Compliance) (Remote Working)",Disney+ Hotstar,"['Gurgaon, India ', ' Bengaluru, India ', ' Mumbai, India ', ' Hyderabad, India ', ' Fort Cochin, India']",2022-06-13,NA,NA,NA,NA,NA,NA,NA
31577230752,/job/lake-buena-vista/senior-manager-site-reliability-sre/35576/31577230752,Senior Manager Site Reliability (SRE),"Parks, Experiences and Products","['Lake Buena Vista, Florida, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
26717859584,/job/celebration/enterprise-application-support-analyst-sap-time-and-payroll/391/26717859584,Enterprise Application Support Analyst – SAP Time &amp; Payroll,The Walt Disney Company (Corporate),"['Celebration, Florida, United States']",2022-06-15," Solution Support Learn how to provide high-quality, scalable and cost-effective solutions that meet our requirements and conform to architectural designs and technology strategies Partner in investigating and resolving production related issues promptly from end-user (UI) to persistence layer Participate in the technical recovery of major system outages, working with numerous partners including external vendors or outsourced service delivery teams Develop technical documentation to help ensure that support can be performed and the impact of future requests can be assessed Find and address risks to the service delivery and address and resolve issues before they impact service levels (Mid to Senior Level) Monitor service performance and recommend areas of focus for continuous improvement programs, including application performance management (Senior Level) Manage the delivery of high-quality, scalable and cost-effective solutions that meet our requirements and conform to architectural designs and technology strategies (Senior Level) Be a technology subject matter expert, partnering with technology partners and clients to both address issues and recommend/implement enhancements (Senior Level) Vendor Management Oversee vendor/partners in the resolution of incidents/problems/requests, ensuring service quality targets are met. Gather requirements for minor enhancements and oversee the resultant product from the vendors Participate in periodic problem analysis meetings and post implementation reviews to document insights and ensure the continuous improvement of the IT services Implement continuous improvement on existing technical solutions (Senior Level) Engineering Support Implement complex technology solutions in partnership with Solution Architects, Product & Engineering Managers to support our goals Advocate for operational excellence by ensuring that all technology deliverables are efficient, easy to implement, simple to consume and measurable Ensure application solutions meet business expectations through capacity, performance and availability management. Maintain awareness of standards, guidelines, and industry trends. Maintain a high level of functional expertise by keeping up-to-date with the latest applicable functional changes/ knowledge (Mid to Senior Level) Leadership Skills: (Senior Level) A self-starter, who can navigate a complex organizational structure, achieving results through influence and collaboration. Build working relationships in a matrix environment with other groups and staff with whom work must be coordinated or interfaced. Comfortable influencing to achieve desired outcomes. Execution Skills A willingness to learn and ask questions. A collaborator who enjoys connecting with people to absorb expertise. Self-starter who will pursue knowledge and investigate systems with appropriate guidance. Deep domain and functional expertise will be essential, as delivery will be accomplished in a matrixed environment of all partners, and suppliers. (Mid to Senior Level) Practical knowledge and applied experience related to development principles. (Mid to Senior Level) A practitioner of the Service Management principles who can proceed through review boards and other SA activities. (Senior Level) Basic "," Experience: Knowledge of computer systems and business analysis principles Experience with data privacy and data security Strong desire to learn and contribute Strong negotiating and agreement building abilities. Exemplary communications skills SAP Time functional and configuration experience including CATS, Time Evaluation and time interface processing from external time systems. (Mid to Senior Level) SAP U.S. Payroll function and configuration experience (Mid to Senior Level) 5+ years of experience with HR data and HR data tools and systems (Mid to Senior Level) 3+ years of experience with data governance responsibilities (Mid to Senior Level) Participation in formal change management processes (Mid to Senior Level) 3+ years of experience investigating and resolving production related issues promptly (Mid to Senior Level) 5+ years of experience with a variety of Software Development Lifecycle methodologies across waterfall and Agile (Mid to Senior Level) Skills: (Mid to Senior Level) 3–8+ years in a support engineer role in a Corporate environment of a similar size/complexity 2-5+ years in functional experience with relevant technologies Experience of the technologies relevant to the post, including functional expertise and complex problem solving Professional technical certification relevant to the post "," Any previous computer systems job experience, involving Time and Payroll experience Code knowledge 2+ years working in a production support environment (Mid to Senior Level) UKG Workforce Central (Kronos) (Mid to Senior Level) Additional country SAP payroll experience: Canada, United Kingdom, France, China and Hong Kong (Mid to Senior Level) Advanced technical certifications relevant to the post (Mid to Senior Level) ",NA,NA,NA,NA
31577258816,/job/burbank/director-product-management-media-pipelines-and-tools/35576/31577258816,"Director, Product Management, Media Pipelines and Tools",Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577302576,/job/san-francisco/virtual-production-technical-director-stagecraft-comp-color-specialist-expression-of-interest/35576/31577302576,Virtual Production Technical Director (StageCraft Comp/Color Specialist) - Expression of Interest,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577260224,/job/singapore/ilmxlab-senior-animator/35576/31577260224,ILMxLAB Senior Animator,Lucasfilm,"['Singapore, Singapore']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577258784,/job/san-francisco/ilmxlab-animator/35576/31577258784,ILMxLAB Animator,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31302364272,/job/marne-la-vallee/finance-manager-h-f/391/31302364272,Finance Manager H/F,Disneyland Paris,"['Marne-la-Vallée, France']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31524747472,/job/san-francisco/software-engineer/391/31524747472,Software Engineer,Disney Streaming,"['San Francisco, California, United States']",2022-06-23," Playback related development within the Roku environment, which will be the main focus Responsibilities may also extend to browser based devices and UWP over time. Knowledge sharing and leveraging past experience will be required. Collaboration with client application teams, services engineering, product, and QA teams. Basic "," Minimum 2 years experience in a technical field Strong general programming skills, such as C#, Rust, Javascript Desire to be an individual contributor in a multi-developer, geographically diverse environmen Effective written and verbal communication skills "," Tools The following tools are used, knowledge of these tools is beneficial, but not required. Github Jenkins Confluence Wiki JIRA Slack ", BS or MS degree in Computer Science or equivalent experience ,NA,NA,NA
31577271856,/job/lake-buena-vista/sr-technical-project-manager-data-products-and-platforms/35576/31577271856,"Sr Technical Project Manager, Data Products &amp; Platforms","Parks, Experiences and Products","['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31386591360,/job/chessy/alternance-charge-de-data-marketing-h-f/391/31386591360,Alternance - Chargé de Data Marketing H/F,Disneyland Paris,"['Chessy, France']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
29653816384,/job/marne-la-vallee/consolidation-supervisor-master-data-accountant-tempory-position-f-m/391/29653816384,Consolidation Supervisor / Master Data Accountant Tempory Position F/M,Disneyland Paris,"['Marne-la-Vallée, France']",2022-06-19,NA,NA,NA,NA,NA,NA,NA
31577299280,/job/burbank/systems-engineer-technology-services-and-systems-engineering/35576/31577299280,"Systems Engineer, Technology Services &amp; Systems Engineering",The Walt Disney Studios,"['Burbank, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
28121021360,/job/burbank/systems-engineer-technology-services-and-systems-engineering/391/28121021360,"Systems Engineer, Technology Services and Systems Engineering",The Walt Disney Studios,"['Burbank, California, United States']",2022-06-14," SME for Technical Services and Systems provided to Studio encompassing intimate knowledge of various groups as well as an understanding of applications used and specialized workflows. Assist in defining and documenting processes related to supporting the studio. Implement and standardize a monitoring program for desktop systems to provide a comprehensive view of the health of the environment. Work with other Segments and Departments to drive WDS Studios initiatives. Travel on location as needed in support of WDS productions Respond to user requests for hardware and software issues Route requests to appropriate teams or escalate to teams when required Communicate with users and senior management the status of issues Provide technical guidance to users across studio on new workflows or optimizing old ones Perform hands-on repair of equipment and maintenance/installation of infrastructure Troubleshoot all hardware associated with end-user computing, mobile devices, printers, workstations, switches, etc. Act as SME for assigned internal applications and workflows from implementation to delivery aligned with project management Oversee small to medium projects, providing status updates to upper management; drives timely results Implement continuous improvement methodology through the use of IT systems or procedure Capable of following and composing process and procedure documentation, training users in complex topics, and interacting positively with upper management and executive staff Ability to learn new technologies quickly and with minimal guidance Thrives on technical challenges and takes pride in solving them Basic ",NA,NA,NA,NA,NA,NA
31577302112,/job/san-francisco/senior-technical-assistant/35576/31577302112,Senior Technical Assistant,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577244976,/job/burbank/sr-product-designer-ux-research/35576/31577244976,Sr Product Designer- UX Research,The Walt Disney Studios,"['Burbank, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
30937709712,/job/celebration/seo-manager-i/391/30937709712,SEO Manager I,"Disney Parks, Experiences and Products","['Celebration, Florida, United States']",2022-06-13," Support SEO growth projects from brainstorming to execution with a focus on e-commerce SEO best practices and tactics. Build relationships and collaborate with partners. Monitor and troubleshoot SEO technical and onsite measurements, investigating and providing insights on organic search trends. Manage technical SEO, auditing and optimizing website elements across Google Core Web Vitals, on-page Schema markup, HTML, CSS and JavaScript. Manage relationships with web development, merchandising and online content producing partners. Collaborate across domestic US and EMEA ShopDisney business segments for overall global SEO revenue growth. Work within the CMS to implement SEO updates to content, tagging and onsite elements. Implement direction or plans from leadership to work towards shared goals as an expert and collaborative member of the team. Assign and oversee main resources and activities for website projects and team programs. Help develop business processes to maximize efficiency within the team. Measure and reports on organic search traffic, revenue and ranking trends to tell a comprehensive story providing important insights around trends. Prioritize continued learning, keeping up-to-date in industry best practices and implementing new tactics for SEO and consumer products. Is organized, able to manage several projects on an ongoing basis across technical, content and reporting for SEO Conduct comprehensive e-commerce content SEO research to develop detailed content recommendations optimizing for SEO while staying true to our brand. Ensure communicated campaign goals are being followed and achieved and raising issues promptly. Basic "," 1+ years of experience practicing e-commerce SEO at scale. Experience managing SEO and performing detailed technical analysis. Experience analyzing data, finding insights, and presenting findings to internal and external stakeholders. SEO knowledge and the ability to translate complex topics for a non-technical audience. Proficiency in a corporate analytics systems and custom tracking using tools such as Adobe Analytics. Experience supporting or managing SEO at the enterprise or franchise level. Required Education Bachelor's Degree in Communications, Marketing, Business, Business Analytics, Data Science, Computer Science or equivalent work experience. ",NA," Bachelor's Degree in Communications, Marketing, Business, Business Analytics, Data Science, Computer Science or equivalent work experience. ",NA,NA,NA
